distance_car_petrol,car_petrol_emissions,distance_car_diesel,car_diesel_emissions,distance_motorbike,motorbike_emissions,distance_bus,bus_emissions,distance_train,train_emissions,distance_bike,bike_emissions
202,46.66,265,47.7,276,31.19,52,5.36,69,2.55,14,0
107,24.72,242,43.56,187,21.13,34,3.50,145,5.37,28,0
5,1.16,175,31.5,206,23.28,163,16.79,125,4.63,5,0
168,38.81,106,19.08,118,13.33,75,7.73,179,6.62,39,0
141,32.57,230,41.4,53,5.99,123,12.67,109,4.03,29,0
205,47.36,182,32.76,238,26.89,250,25.75,175,6.48,24,0
9,2.08,170,30.6,36,4.07,16,1.65,233,8.62,36,0
75,17.33,149,26.82,146,16.50,35,3.61,131,4.85,2,0
199,45.97,56,10.08,146,16.50,71,7.31,113,4.18,10,0
13,3.00,47,8.46,214,24.18,65,6.70,49,1.81,25,0
17,3.93,35,6.3,254,28.70,3,0.31,155,5.74,44,0
44,10.16,230,41.4,241,27.23,57,5.87,291,10.77,3,0
21,4.85,281,50.58,114,12.88,295,30.39,7,0.26,46,0
257,59.37,234,42.12,193,21.81,37,3.81,87,3.22,8,0
291,67.22,169,30.42,174,19.66,253,26.06,163,6.03,11,0
147,33.96,238,42.84,42,4.75,208,21.42,165,6.11,9,0
119,27.49,67,12.06,282,31.87,187,19.26,225,8.33,37,0
97,22.41,133,23.94,212,23.96,240,24.72,27,1.00,39,0
276,63.76,40,7.2,127,14.35,87,8.96,247,9.14,10,0
193,44.58,138,24.84,10,1.13,267,27.50,257,9.51,46,0
55,12.71,183,32.94,120,13.56,187,19.26,263,9.73,30,0
146,33.73,164,29.52,54,6.10,80,8.24,291,10.77,36,0
297,68.61,181,32.58,106,11.98,23,2.37,243,8.99,18,0
192,44.35,89,16.02,235,26.56,186,19.16,293,10.84,22,0
79,18.25,170,30.6,246,27.80,102,10.51,25,0.93,27,0
28,6.47,212,38.16,5,0.57,182,18.75,119,4.40,7,0
213,49.20,293,52.74,133,15.03,153,15.76,183,6.77,44,0
79,18.25,58,10.44,271,30.62,226,23.28,263,9.73,1,0
225,51.98,52,9.36,106,11.98,71,7.31,21,0.78,25,0
212,48.97,67,12.06,210,23.73,145,14.94,139,5.14,29,0
86,19.87,300,54,140,15.82,73,7.52,73,2.70,6,0
11,2.54,65,11.7,102,11.53,75,7.73,93,3.44,29,0
102,23.56,115,20.7,262,29.61,268,27.60,289,10.69,1,0
140,32.34,112,20.16,32,3.62,244,25.13,25,0.93,49,0
255,58.91,42,7.56,42,4.75,115,11.85,277,10.25,28,0
78,18.02,241,43.38,53,5.99,155,15.97,115,4.26,49,0
29,6.70,271,48.78,274,30.96,63,6.49,171,6.33,4,0
248,57.29,142,25.56,69,7.80,49,5.05,45,1.67,9,0
220,50.82,209,37.62,140,15.82,36,3.71,139,5.14,13,0
147,33.96,57,10.26,176,19.89,48,4.94,223,8.25,29,0
282,65.14,245,44.1,77,8.70,24,2.47,223,8.25,43,0
58,13.40,26,4.68,9,1.02,242,24.93,203,7.51,45,0
111,25.64,219,39.42,167,18.87,109,11.23,187,6.92,12,0
86,19.87,42,7.56,286,32.32,300,30.90,83,3.07,21,0
248,57.29,15,2.7,61,6.89,221,22.76,249,9.21,6,0
64,14.78,60,10.8,190,21.47,269,27.71,297,10.99,26,0
165,38.12,16,2.88,220,24.86,65,6.70,291,10.77,14,0
80,18.48,107,19.26,8,0.90,142,14.63,199,7.36,24,0
269,62.14,43,7.74,39,4.41,17,1.75,219,8.10,38,0
281,64.91,153,27.54,109,12.32,107,11.02,159,5.88,50,0
181,41.81,202,36.36,2,0.23,206,21.22,207,7.66,40,0
194,44.81,39,7.02,238,26.89,31,3.19,23,0.85,2,0
290,66.99,66,11.88,297,33.56,94,9.68,41,1.52,5,0
163,37.65,74,13.32,245,27.69,113,11.64,293,10.84,40,0
163,37.65,12,2.16,249,28.14,208,21.42,247,9.14,11,0
135,31.19,240,43.2,203,22.94,235,24.21,143,5.29,41,0
126,29.11,145,26.1,96,10.85,115,11.85,83,3.07,29,0
233,53.82,11,1.98,95,10.74,140,14.42,121,4.48,7,0
120,27.72,270,48.6,136,15.37,102,10.51,223,8.25,49,0
208,48.05,193,34.74,58,6.55,17,1.75,177,6.55,11,0
243,56.13,155,27.9,180,20.34,243,25.03,285,10.55,12,0
128,29.57,127,22.86,161,18.19,9,0.93,47,1.74,50,0
195,45.05,233,41.94,157,17.74,124,12.77,243,8.99,33,0
133,30.72,185,33.3,286,32.32,99,10.20,263,9.73,15,0
186,42.97,95,17.1,42,4.75,4,0.41,209,7.73,17,0
146,33.73,175,31.5,41,4.63,99,10.20,87,3.22,19,0
84,19.40,291,52.38,51,5.76,58,5.97,5,0.19,4,0
223,51.51,59,10.62,82,9.27,88,9.06,11,0.41,1,0
50,11.55,72,12.96,57,6.44,199,20.50,203,7.51,31,0
179,41.35,200,36,130,14.69,157,16.17,229,8.47,24,0
261,60.29,119,21.42,143,16.16,20,2.06,237,8.77,35,0
219,50.59,89,16.02,52,5.88,123,12.67,239,8.84,18,0
297,68.61,35,6.3,181,20.45,117,12.05,49,1.81,29,0
156,36.04,270,48.6,6,0.68,61,6.28,211,7.81,21,0
56,12.94,242,43.56,74,8.36,255,26.27,49,1.81,38,0
66,15.25,214,38.52,233,26.33,123,12.67,169,6.25,46,0
7,1.62,44,7.92,85,9.61,11,1.13,229,8.47,15,0
57,13.17,120,21.6,75,8.48,142,14.63,133,4.92,34,0
237,54.75,201,36.18,232,26.22,125,12.88,131,4.85,11,0
40,9.24,72,12.96,123,13.90,46,4.74,233,8.62,44,0
147,33.96,242,43.56,162,18.31,58,5.97,281,10.40,40,0
232,53.59,12,2.16,50,5.65,38,3.91,207,7.66,38,0
201,46.43,164,29.52,236,26.67,286,29.46,203,7.51,44,0
279,64.45,246,44.28,234,26.44,36,3.71,109,4.03,13,0
218,50.36,163,29.34,205,23.17,10,1.03,1,0.04,9,0
256,59.14,116,20.88,116,13.11,297,30.59,113,4.18,24,0
72,16.63,255,45.9,238,26.89,56,5.77,173,6.40,7,0
44,10.16,162,29.16,206,23.28,29,2.99,163,6.03,13,0
6,1.39,269,48.42,131,14.80,104,10.71,177,6.55,20,0
156,36.04,291,52.38,214,24.18,224,23.07,143,5.29,35,0
220,50.82,197,35.46,254,28.70,299,30.80,259,9.58,32,0
199,45.97,138,24.84,199,22.49,43,4.43,3,0.11,50,0
78,18.02,227,40.86,64,7.23,78,8.03,117,4.33,43,0
193,44.58,181,32.58,73,8.25,277,28.53,237,8.77,49,0
268,61.91,212,38.16,24,2.71,30,3.09,243,8.99,38,0
49,11.32,114,20.52,219,24.75,77,7.93,267,9.88,15,0
105,24.26,132,23.76,285,32.21,90,9.27,45,1.67,43,0
28,6.47,135,24.3,189,21.36,229,23.59,137,5.07,32,0
196,45.28,250,45,152,17.18,264,27.19,157,5.81,40,0
160,36.96,222,39.96,88,9.94,121,12.46,157,5.81,13,0
66,15.25,215,38.7,255,28.82,116,11.95,23,0.85,10,0
291,67.22,295,53.1,2,0.23,273,28.12,93,3.44,32,0
228,52.67,214,38.52,67,7.57,25,2.58,51,1.89,31,0
179,41.35,206,37.08,244,27.57,180,18.54,97,3.59,43,0
279,64.45,78,14.04,127,14.35,242,24.93,79,2.92,30,0
65,15.02,183,32.94,264,29.83,201,20.70,261,9.66,5,0
142,32.80,109,19.62,176,19.89,226,23.28,269,9.95,2,0
217,50.13,99,17.82,133,15.03,22,2.27,129,4.77,46,0
152,35.11,204,36.72,66,7.46,144,14.83,35,1.30,35,0
26,6.01,11,1.98,241,27.23,177,18.23,297,10.99,4,0
266,61.45,235,42.3,269,30.40,212,21.84,293,10.84,3,0
72,16.63,257,46.26,113,12.77,24,2.47,293,10.84,13,0
4,0.92,300,54,266,30.06,176,18.13,239,8.84,14,0
23,5.31,285,51.3,114,12.88,254,26.16,137,5.07,33,0
16,3.70,262,47.16,266,30.06,272,28.02,149,5.51,11,0
180,41.58,251,45.18,262,29.61,74,7.62,243,8.99,37,0
279,64.45,115,20.7,173,19.55,60,6.18,21,0.78,23,0
251,57.98,198,35.64,123,13.90,184,18.95,23,0.85,48,0
233,53.82,41,7.38,169,19.10,79,8.14,47,1.74,25,0
125,28.88,220,39.6,136,15.37,213,21.94,217,8.03,35,0
25,5.78,299,53.82,98,11.07,195,20.09,155,5.74,38,0
150,34.65,187,33.66,167,18.87,62,6.39,257,9.51,26,0
243,56.13,221,39.78,8,0.90,220,22.66,233,8.62,12,0
99,22.87,278,50.04,197,22.26,89,9.17,287,10.62,29,0
53,12.24,38,6.84,185,20.91,68,7.00,219,8.10,7,0
198,45.74,215,38.7,285,32.21,88,9.06,229,8.47,33,0
92,21.25,25,4.5,156,17.63,53,5.46,183,6.77,20,0
201,46.43,39,7.02,37,4.18,93,9.58,177,6.55,15,0
165,38.12,7,1.26,79,8.93,63,6.49,227,8.40,4,0
257,59.37,63,11.34,178,20.11,262,26.99,197,7.29,15,0
156,36.04,166,29.88,61,6.89,4,0.41,291,10.77,1,0
134,30.95,54,9.72,185,20.91,71,7.31,113,4.18,50,0
250,57.75,166,29.88,251,28.36,135,13.91,147,5.44,47,0
35,8.09,33,5.94,68,7.68,5,0.52,165,6.11,49,0
34,7.85,263,47.34,81,9.15,173,17.82,161,5.96,11,0
39,9.01,166,29.88,143,16.16,252,25.96,239,8.84,29,0
29,6.70,108,19.44,251,28.36,112,11.54,47,1.74,36,0
162,37.42,128,23.04,180,20.34,198,20.39,75,2.78,40,0
276,63.76,125,22.5,134,15.14,26,2.68,107,3.96,32,0
10,2.31,269,48.42,5,0.57,183,18.85,23,0.85,24,0
135,31.19,51,9.18,93,10.51,242,24.93,37,1.37,6,0
107,24.72,157,28.26,196,22.15,233,24.00,287,10.62,33,0
241,55.67,264,47.52,115,13.00,64,6.59,203,7.51,32,0
227,52.44,297,53.46,248,28.02,170,17.51,25,0.93,16,0
78,18.02,247,44.46,9,1.02,34,3.50,291,10.77,22,0
50,11.55,118,21.24,95,10.74,101,10.40,273,10.10,6,0
258,59.60,276,49.68,68,7.68,184,18.95,257,9.51,20,0
139,32.11,115,20.7,244,27.57,221,22.76,115,4.26,21,0
256,59.14,254,45.72,294,33.22,237,24.41,293,10.84,40,0
109,25.18,299,53.82,271,30.62,138,14.21,201,7.44,32,0
127,29.34,221,39.78,107,12.09,33,3.40,277,10.25,11,0
32,7.39,255,45.9,58,6.55,117,12.05,55,2.04,16,0
21,4.85,190,34.2,206,23.28,57,5.87,147,5.44,20,0
242,55.90,137,24.66,35,3.96,262,26.99,247,9.14,42,0
88,20.33,41,7.38,143,16.16,3,0.31,237,8.77,39,0
260,60.06,122,21.96,44,4.97,100,10.30,239,8.84,3,0
34,7.85,253,45.54,279,31.53,5,0.52,261,9.66,37,0
260,60.06,291,52.38,240,27.12,214,22.04,119,4.40,29,0
1,0.23,78,14.04,42,4.75,173,17.82,241,8.92,11,0
101,23.33,132,23.76,71,8.02,28,2.88,155,5.74,11,0
243,56.13,80,14.4,124,14.01,295,30.39,163,6.03,10,0
276,63.76,198,35.64,116,13.11,66,6.80,285,10.55,11,0
115,26.57,1,0.18,113,12.77,238,24.51,9,0.33,19,0
215,49.67,251,45.18,257,29.04,255,26.27,197,7.29,23,0
286,66.07,30,5.4,76,8.59,119,12.26,59,2.18,47,0
67,15.48,180,32.4,295,33.34,161,16.58,11,0.41,34,0
57,13.17,64,11.52,92,10.40,155,15.97,205,7.59,47,0
175,40.43,179,32.22,55,6.22,115,11.85,151,5.59,34,0
82,18.94,214,38.52,189,21.36,138,14.21,47,1.74,47,0
243,56.13,113,20.34,161,18.19,89,9.17,267,9.88,5,0
143,33.03,239,43.02,136,15.37,108,11.12,19,0.70,6,0
82,18.94,213,38.34,70,7.91,9,0.93,155,5.74,47,0
144,33.26,256,46.08,117,13.22,227,23.38,13,0.48,22,0
226,52.21,101,18.18,133,15.03,285,29.36,263,9.73,48,0
66,15.25,82,14.76,18,2.03,35,3.61,247,9.14,4,0
282,65.14,88,15.84,134,15.14,283,29.15,31,1.15,31,0
14,3.23,226,40.68,77,8.70,220,22.66,259,9.58,49,0
220,50.82,206,37.08,80,9.04,74,7.62,65,2.41,27,0
219,50.59,219,39.42,258,29.15,286,29.46,167,6.18,34,0
232,53.59,63,11.34,85,9.61,158,16.27,159,5.88,33,0
151,34.88,241,43.38,31,3.50,298,30.69,89,3.29,28,0
63,14.55,36,6.48,279,31.53,103,10.61,283,10.47,33,0
236,54.52,230,41.4,167,18.87,114,11.74,151,5.59,48,0
188,43.43,125,22.5,285,32.21,262,26.99,127,4.70,43,0
213,49.20,49,8.82,245,27.69,264,27.19,53,1.96,16,0
11,2.54,159,28.62,244,27.57,38,3.91,275,10.18,6,0
184,42.50,239,43.02,272,30.74,267,27.50,161,5.96,25,0
156,36.04,83,14.94,47,5.31,184,18.95,101,3.74,17,0
257,59.37,117,21.06,147,16.61,25,2.58,3,0.11,26,0
141,32.57,218,39.24,245,27.69,124,12.77,239,8.84,18,0
158,36.50,2,0.36,66,7.46,22,2.27,291,10.77,24,0
41,9.47,292,52.56,116,13.11,70,7.21,165,6.11,41,0
295,68.15,296,53.28,3,0.34,15,1.55,67,2.48,11,0
272,62.83,208,37.44,81,9.15,164,16.89,265,9.81,14,0
202,46.66,109,19.62,51,5.76,76,7.83,63,2.33,11,0
107,24.72,257,46.26,182,20.57,90,9.27,49,1.81,8,0
138,31.88,277,49.86,197,22.26,163,16.79,175,6.48,12,0
173,39.96,23,4.14,288,32.54,213,21.94,75,2.78,36,0
59,13.63,96,17.28,10,1.13,14,1.44,259,9.58,15,0
132,30.49,129,23.22,267,30.17,183,18.85,279,10.32,7,0
49,11.32,83,14.94,292,33.00,296,30.49,209,7.73,18,0
184,42.50,53,9.54,84,9.49,12,1.24,195,7.22,25,0
48,11.09,66,11.88,227,25.65,181,18.64,19,0.70,17,0
44,10.16,10,1.8,171,19.32,110,11.33,39,1.44,17,0
15,3.47,174,31.32,290,32.77,52,5.36,151,5.59,26,0
211,48.74,154,27.72,182,20.57,81,8.34,285,10.55,22,0
220,50.82,26,4.68,298,33.67,17,1.75,93,3.44,22,0
144,33.26,5,0.9,270,30.51,260,26.78,269,9.95,44,0
142,32.80,281,50.58,236,26.67,148,15.24,111,4.11,30,0
112,25.87,151,27.18,196,22.15,23,2.37,217,8.03,46,0
133,30.72,2,0.36,173,19.55,143,14.73,237,8.77,49,0
65,15.02,148,26.64,83,9.38,56,5.77,5,0.19,11,0
250,57.75,176,31.68,297,33.56,40,4.12,205,7.59,11,0
225,51.98,125,22.5,121,13.67,260,26.78,207,7.66,26,0
247,57.06,119,21.42,64,7.23,132,13.60,295,10.92,31,0
181,41.81,18,3.24,37,4.18,149,15.35,91,3.37,11,0
33,7.62,175,31.5,296,33.45,146,15.04,13,0.48,13,0
46,10.63,299,53.82,200,22.60,2,0.21,93,3.44,39,0
115,26.57,85,15.3,201,22.71,207,21.32,43,1.59,34,0
279,64.45,43,7.74,130,14.69,98,10.09,291,10.77,19,0
131,30.26,7,1.26,170,19.21,221,22.76,183,6.77,43,0
160,36.96,197,35.46,8,0.90,229,23.59,283,10.47,35,0
197,45.51,32,5.76,102,11.53,103,10.61,225,8.33,23,0
189,43.66,242,43.56,280,31.64,92,9.48,75,2.78,34,0
19,4.39,165,29.7,24,2.71,193,19.88,179,6.62,18,0
27,6.24,35,6.3,49,5.54,128,13.18,63,2.33,34,0
298,68.84,193,34.74,294,33.22,215,22.15,233,8.62,19,0
240,55.44,222,39.96,124,14.01,69,7.11,261,9.66,20,0
293,67.68,36,6.48,183,20.68,153,15.76,275,10.18,1,0
261,60.29,212,38.16,21,2.37,30,3.09,11,0.41,13,0
277,63.99,136,24.48,83,9.38,112,11.54,189,6.99,46,0
208,48.05,80,14.4,186,21.02,85,8.76,103,3.81,38,0
33,7.62,124,22.32,109,12.32,251,25.85,141,5.22,17,0
96,22.18,107,19.26,217,24.52,200,20.60,69,2.55,42,0
28,6.47,181,32.58,25,2.83,190,19.57,199,7.36,42,0
259,59.83,276,49.68,155,17.52,178,18.33,119,4.40,23,0
24,5.54,288,51.84,173,19.55,101,10.40,25,0.93,12,0
288,66.53,135,24.3,34,3.84,78,8.03,235,8.70,6,0
98,22.64,143,25.74,123,13.90,247,25.44,97,3.59,28,0
30,6.93,294,52.92,80,9.04,262,26.99,23,0.85,23,0
145,33.50,221,39.78,166,18.76,237,24.41,247,9.14,6,0
119,27.49,91,16.38,125,14.13,130,13.39,109,4.03,24,0
240,55.44,72,12.96,225,25.43,139,14.32,215,7.96,11,0
53,12.24,295,53.1,210,23.73,47,4.84,287,10.62,24,0
49,11.32,288,51.84,205,23.17,246,25.34,75,2.78,16,0
269,62.14,5,0.9,47,5.31,249,25.65,211,7.81,44,0
40,9.24,266,47.88,235,26.56,255,26.27,125,4.63,47,0
235,54.29,238,42.84,63,7.12,21,2.16,69,2.55,17,0
28,6.47,263,47.34,298,33.67,206,21.22,45,1.67,26,0
180,41.58,257,46.26,7,0.79,244,25.13,169,6.25,11,0
23,5.31,226,40.68,128,14.46,260,26.78,183,6.77,42,0
201,46.43,83,14.94,105,11.87,4,0.41,9,0.33,37,0
115,26.57,165,29.7,109,12.32,40,4.12,167,6.18,21,0
67,15.48,41,7.38,252,28.48,6,0.62,17,0.63,29,0
151,34.88,61,10.98,281,31.75,81,8.34,27,1.00,42,0
47,10.86,19,3.42,109,12.32,7,0.72,103,3.81,9,0
111,25.64,10,1.8,140,15.82,207,21.32,37,1.37,28,0
246,56.83,215,38.7,210,23.73,41,4.22,277,10.25,10,0
185,42.74,123,22.14,281,31.75,153,15.76,291,10.77,1,0
224,51.74,24,4.32,3,0.34,218,22.45,191,7.07,9,0
286,66.07,276,49.68,148,16.72,1,0.10,103,3.81,10,0
240,55.44,274,49.32,43,4.86,199,20.50,67,2.48,3,0
194,44.81,62,11.16,117,13.22,256,26.37,285,10.55,49,0
113,26.10,245,44.1,258,29.15,12,1.24,201,7.44,41,0
23,5.31,267,48.06,256,28.93,169,17.41,273,10.10,46,0
236,54.52,190,34.2,121,13.67,135,13.91,151,5.59,47,0
248,57.29,189,34.02,1,0.11,176,18.13,131,4.85,33,0
96,22.18,88,15.84,39,4.41,232,23.90,281,10.40,40,0
247,57.06,227,40.86,118,13.33,173,17.82,35,1.30,39,0
145,33.50,278,50.04,138,15.59,45,4.64,99,3.66,13,0
23,5.31,30,5.4,276,31.19,83,8.55,67,2.48,11,0
114,26.33,244,43.92,230,25.99,60,6.18,61,2.26,11,0
188,43.43,166,29.88,64,7.23,258,26.57,85,3.15,30,0
257,59.37,7,1.26,203,22.94,167,17.20,71,2.63,33,0
218,50.36,28,5.04,133,15.03,81,8.34,77,2.85,44,0
63,14.55,114,20.52,69,7.80,55,5.67,53,1.96,38,0
267,61.68,97,17.46,196,22.15,111,11.43,73,2.70,30,0
98,22.64,38,6.84,73,8.25,271,27.91,25,0.93,38,0
138,31.88,267,48.06,47,5.31,33,3.40,153,5.66,30,0
56,12.94,172,30.96,252,28.48,299,30.80,201,7.44,9,0
244,56.36,192,34.56,1,0.11,119,12.26,63,2.33,3,0
195,45.05,284,51.12,157,17.74,274,28.22,155,5.74,9,0
286,66.07,38,6.84,16,1.81,49,5.05,123,4.55,1,0
23,5.31,99,17.82,26,2.94,108,11.12,139,5.14,12,0
64,14.78,105,18.9,75,8.48,148,15.24,205,7.59,5,0
96,22.18,274,49.32,196,22.15,86,8.86,39,1.44,32,0
253,58.44,271,48.78,42,4.75,146,15.04,243,8.99,31,0
96,22.18,226,40.68,182,20.57,199,20.50,169,6.25,4,0
287,66.30,197,35.46,140,15.82,280,28.84,245,9.07,21,0
56,12.94,168,30.24,141,15.93,243,25.03,141,5.22,39,0
62,14.32,246,44.28,184,20.79,276,28.43,133,4.92,42,0
92,21.25,178,32.04,238,26.89,117,12.05,41,1.52,7,0
290,66.99,152,27.36,163,18.42,257,26.47,53,1.96,8,0
262,60.52,102,18.36,256,28.93,5,0.52,161,5.96,14,0
82,18.94,126,22.68,259,29.27,111,11.43,163,6.03,34,0
104,24.02,140,25.2,57,6.44,43,4.43,177,6.55,31,0
259,59.83,28,5.04,149,16.84,98,10.09,251,9.29,22,0
105,24.26,158,28.44,32,3.62,185,19.06,23,0.85,28,0
263,60.75,172,30.96,146,16.50,200,20.60,151,5.59,13,0
166,38.35,79,14.22,246,27.80,137,14.11,225,8.33,2,0
5,1.16,158,28.44,33,3.73,36,3.71,247,9.14,13,0
172,39.73,114,20.52,276,31.19,143,14.73,33,1.22,29,0
32,7.39,254,45.72,282,31.87,158,16.27,223,8.25,28,0
260,60.06,131,23.58,205,23.17,254,26.16,53,1.96,23,0
33,7.62,257,46.26,130,14.69,164,16.89,297,10.99,46,0
257,59.37,1,0.18,194,21.92,20,2.06,157,5.81,20,0
191,44.12,5,0.9,222,25.09,275,28.33,61,2.26,36,0
246,56.83,294,52.92,127,14.35,20,2.06,235,8.70,6,0
125,28.88,51,9.18,145,16.39,138,14.21,277,10.25,14,0
273,63.06,191,34.38,153,17.29,164,16.89,219,8.10,47,0
141,32.57,292,52.56,271,30.62,193,19.88,193,7.14,16,0
151,34.88,24,4.32,7,0.79,194,19.98,257,9.51,9,0
177,40.89,281,50.58,189,21.36,96,9.89,263,9.73,31,0
4,0.92,57,10.26,91,10.28,247,25.44,145,5.37,11,0
71,16.40,161,28.98,241,27.23,3,0.31,119,4.40,24,0
90,20.79,82,14.76,17,1.92,61,6.28,213,7.88,5,0
64,14.78,191,34.38,77,8.70,169,17.41,123,4.55,8,0
300,69.30,300,54,223,25.20,229,23.59,249,9.21,48,0
209,48.28,37,6.66,249,28.14,57,5.87,115,4.26,50,0
207,47.82,267,48.06,184,20.79,228,23.48,197,7.29,5,0
79,18.25,140,25.2,221,24.97,94,9.68,101,3.74,11,0
280,64.68,168,30.24,175,19.78,243,25.03,83,3.07,21,0
250,57.75,256,46.08,4,0.45,118,12.15,281,10.40,24,0
109,25.18,113,20.34,171,19.32,209,21.53,31,1.15,50,0
88,20.33,32,5.76,49,5.54,97,9.99,119,4.40,33,0
151,34.88,23,4.14,273,30.85,300,30.90,229,8.47,23,0
220,50.82,98,17.64,65,7.35,286,29.46,143,5.29,6,0
90,20.79,211,37.98,53,5.99,142,14.63,267,9.88,30,0
175,40.43,164,29.52,17,1.92,27,2.78,115,4.26,27,0
18,4.16,70,12.6,211,23.84,15,1.55,27,1.00,27,0
161,37.19,106,19.08,201,22.71,57,5.87,297,10.99,44,0
121,27.95,215,38.7,122,13.79,104,10.71,223,8.25,33,0
71,16.40,158,28.44,10,1.13,52,5.36,183,6.77,24,0
82,18.94,130,23.4,12,1.36,290,29.87,209,7.73,25,0
238,54.98,242,43.56,115,13.00,109,11.23,103,3.81,35,0
120,27.72,237,42.66,176,19.89,260,26.78,279,10.32,12,0
26,6.01,149,26.82,119,13.45,91,9.37,39,1.44,20,0
26,6.01,53,9.54,230,25.99,294,30.28,173,6.40,27,0
14,3.23,44,7.92,110,12.43,270,27.81,151,5.59,48,0
128,29.57,167,30.06,22,2.49,179,18.44,289,10.69,13,0
107,24.72,238,42.84,236,26.67,13,1.34,213,7.88,42,0
126,29.11,284,51.12,118,13.33,53,5.46,47,1.74,30,0
230,53.13,119,21.42,232,26.22,14,1.44,15,0.56,18,0
227,52.44,231,41.58,201,22.71,293,30.18,235,8.70,40,0
4,0.92,128,23.04,83,9.38,238,24.51,95,3.52,24,0
209,48.28,28,5.04,144,16.27,158,16.27,205,7.59,28,0
163,37.65,8,1.44,213,24.07,51,5.25,281,10.40,24,0
182,42.04,180,32.4,166,18.76,248,25.54,249,9.21,50,0
127,29.34,297,53.46,245,27.69,107,11.02,231,8.55,36,0
247,57.06,247,44.46,111,12.54,64,6.59,165,6.11,49,0
49,11.32,205,36.9,283,31.98,54,5.56,287,10.62,37,0
234,54.05,250,45,55,6.22,10,1.03,211,7.81,39,0
7,1.62,78,14.04,130,14.69,182,18.75,113,4.18,16,0
194,44.81,83,14.94,128,14.46,114,11.74,145,5.37,15,0
54,12.47,248,44.64,236,26.67,2,0.21,75,2.78,14,0
58,13.40,126,22.68,155,17.52,172,17.72,219,8.10,47,0
222,51.28,98,17.64,141,15.93,180,18.54,137,5.07,14,0
93,21.48,33,5.94,148,16.72,139,14.32,47,1.74,41,0
188,43.43,296,53.28,36,4.07,188,19.36,7,0.26,20,0
17,3.93,234,42.12,153,17.29,234,24.10,29,1.07,23,0
118,27.26,190,34.2,291,32.88,19,1.96,55,2.04,12,0
45,10.40,228,41.04,67,7.57,71,7.31,81,3.00,10,0
274,63.29,259,46.62,274,30.96,253,26.06,247,9.14,44,0
138,31.88,35,6.3,121,13.67,58,5.97,143,5.29,38,0
165,38.12,256,46.08,138,15.59,89,9.17,197,7.29,1,0
296,68.38,204,36.72,120,13.56,185,19.06,121,4.48,38,0
69,15.94,150,27,184,20.79,278,28.63,279,10.32,33,0
215,49.67,244,43.92,232,26.22,284,29.25,101,3.74,47,0
54,12.47,77,13.86,174,19.66,131,13.49,239,8.84,40,0
185,42.74,151,27.18,38,4.29,295,30.39,93,3.44,34,0
134,30.95,127,22.86,156,17.63,89,9.17,253,9.36,25,0
190,43.89,153,27.54,241,27.23,238,24.51,29,1.07,34,0
289,66.76,74,13.32,115,13.00,152,15.66,171,6.33,36,0
142,32.80,18,3.24,294,33.22,176,18.13,151,5.59,6,0
51,11.78,52,9.36,138,15.59,168,17.30,93,3.44,10,0
61,14.09,49,8.82,103,11.64,121,12.46,135,5.00,16,0
87,20.10,213,38.34,214,24.18,247,25.44,295,10.92,2,0
30,6.93,149,26.82,256,28.93,19,1.96,281,10.40,4,0
166,38.35,144,25.92,81,9.15,189,19.47,81,3.00,22,0
288,66.53,233,41.94,208,23.50,145,14.94,271,10.03,37,0
269,62.14,38,6.84,222,25.09,37,3.81,169,6.25,20,0
3,0.69,194,34.92,49,5.54,213,21.94,233,8.62,34,0
153,35.34,49,8.82,19,2.15,50,5.15,197,7.29,33,0
75,17.33,273,49.14,8,0.90,175,18.03,201,7.44,37,0
134,30.95,226,40.68,182,20.57,86,8.86,79,2.92,36,0
43,9.93,297,53.46,209,23.62,157,16.17,277,10.25,6,0
20,4.62,44,7.92,213,24.07,52,5.36,123,4.55,3,0
104,24.02,112,20.16,127,14.35,72,7.42,119,4.40,30,0
207,47.82,214,38.52,31,3.50,184,18.95,81,3.00,37,0
213,49.20,16,2.88,280,31.64,94,9.68,19,0.70,39,0
35,8.09,278,50.04,236,26.67,164,16.89,227,8.40,47,0
29,6.70,187,33.66,118,13.33,53,5.46,83,3.07,31,0
135,31.19,174,31.32,163,18.42,118,12.15,237,8.77,20,0
237,54.75,84,15.12,67,7.57,142,14.63,75,2.78,3,0
73,16.86,161,28.98,18,2.03,59,6.08,215,7.96,28,0
74,17.09,182,32.76,169,19.10,282,29.05,59,2.18,12,0
113,26.10,251,45.18,85,9.61,295,30.39,227,8.40,29,0
114,26.33,211,37.98,175,19.78,18,1.85,77,2.85,11,0
280,64.68,102,18.36,190,21.47,189,19.47,221,8.18,24,0
83,19.17,205,36.9,289,32.66,60,6.18,109,4.03,49,0
82,18.94,194,34.92,231,26.10,189,19.47,79,2.92,30,0
282,65.14,197,35.46,31,3.50,281,28.94,243,8.99,1,0
122,28.18,293,52.74,292,33.00,26,2.68,135,5.00,22,0
213,49.20,72,12.96,283,31.98,107,11.02,19,0.70,5,0
249,57.52,165,29.7,221,24.97,26,2.68,205,7.59,31,0
223,51.51,281,50.58,99,11.19,185,19.06,245,9.07,18,0
68,15.71,101,18.18,177,20.00,247,25.44,25,0.93,29,0
146,33.73,120,21.6,86,9.72,277,28.53,93,3.44,3,0
254,58.67,288,51.84,272,30.74,127,13.08,207,7.66,48,0
